,JPM,C,GS,BAC,MS
JPM,1.0,0.8576441386402354,0.8245820070664255,0.9086676536325028,0.8253678570148779
C,0.8576441386402354,1.0,0.8159863870489784,0.8681259111689777,0.816585065252656
GS,0.8245820070664255,0.8159863870489784,1.0,0.8241996676471549,0.8685133974251403
BAC,0.9086676536325028,0.8681259111689777,0.8241996676471549,1.0,0.822570159604332
MS,0.8253678570148779,0.816585065252656,0.8685133974251403,0.822570159604332,1.0
